age,income,loan_amount,credit_history_years,existing_loans,employment_years,debt_to_income,default
33,29020.93,14705.55,10,0,17,0.507,0
54,32147.05,24124.64,8,0,4,0.75,1
24,41461.46,20218.28,3,3,20,0.488,1
48,29069.93,1000.0,6,4,28,0.034,0
58,66442.44,12664.05,16,4,24,0.191,0
51,27679.34,18781.39,10,4,28,0.679,1
47,50400.36,8600.32,1,0,28,0.171,0
25,90003.84,7980.7,22,0,12,0.089,0
45,61071.37,9024.36,17,2,2,0.148,0
23,59015.14,12536.18,21,2,27,0.212,0
53,87146.32,7167.25,11,1,5,0.082,0
24,74912.99,20279.44,8,1,25,0.271,0
45,61302.49,8114.39,10,2,11,0.132,0
40,43785.46,6710.73,4,0,20,0.153,0
54,49546.22,11810.46,6,3,17,0.238,0
46,48573.92,26831.33,0,2,17,0.552,1
25,41971.49,19202.24,23,0,3,0.458,1
55,54240.73,19710.91,24,2,27,0.363,0
48,57014.95,17290.01,4,4,19,0.303,0
49,25107.43,7424.15,5,2,22,0.296,0
29,82640.85,9879.47,12,4,13,0.12,0
58,58195.95,8520.03,10,0,27,0.146,0
26,44744.34,23732.48,7,4,13,0.53,1
39,54423.52,17362.69,19,2,0,0.319,0
64,68607.38,1661.55,1,4,10,0.024,0
31,20666.27,26621.22,14,3,21,1.288,1
22,47898.79,12344.39,9,4,26,0.258,0
64,26282.88,20227.02,7,4,28,0.77,1
64,103140.08,23418.7,1,1,8,0.227,0
29,52763.72,1000.0,20,3,17,0.019,0
41,26445.09,18636.78,14,0,27,0.705,0
44,121989.34,12979.39,5,4,4,0.106,0
54,39279.63,1000.0,4,3,9,0.025,0
42,45818.4,5939.78,21,0,14,0.13,0
23,47264.04,11363.13,21,3,26,0.24,0
32,33040.94,21765.21,2,1,9,0.659,1
48,54947.04,13590.1,10,0,15,0.247,0
50,10000.0,16184.97,10,0,3,1.618,1
46,71717.97,12150.97,15,4,3,0.169,0
41,27443.9,23703.23,2,2,7,0.864,1
48,41693.57,19168.25,8,0,29,0.46,0
46,65030.39,16302.84,2,0,5,0.251,0
53,45910.78,5854.94,18,1,22,0.128,0
41,46729.05,15958.72,10,1,10,0.342,0
55,29758.45,37254.97,13,1,27,1.252,1
54,91912.96,21362.14,1,4,24,0.232,0
61,60629.65,9085.26,6,0,12,0.15,0
38,28344.3,29819.68,9,1,18,1.052,1
31,53563.65,8732.85,9,1,10,0.163,0
43,26930.64,20714.43,19,3,1,0.769,1
42,84448.29,14630.4,0,3,2,0.173,0
37,53992.76,16457.03,5,1,14,0.305,0
25,30489.07,16750.64,20,4,23,0.549,1
64,63951.81,13019.45,13,2,12,0.204,0
31,44438.49,11885.28,1,3,24,0.267,0
50,24235.43,4465.33,5,3,9,0.184,0
35,57620.93,5999.85,0,0,4,0.104,0
47,57056.84,17671.71,2,0,23,0.31,0
55,72754.67,9538.29,3,1,29,0.131,0
53,51290.07,7719.92,12,0,10,0.151,0
40,52141.21,37618.59,2,0,22,0.721,1
36,53202.66,34914.76,14,2,27,0.656,1
54,81905.66,19646.59,12,4,13,0.24,0
22,43798.53,20772.09,21,1,27,0.474,0
55,59389.1,8500.67,10,2,28,0.143,0
60,62334.91,5518.07,3,1,24,0.089,0
48,56995.53,12277.31,16,4,19,0.215,0
59,43041.91,15002.37,4,1,14,0.349,0
26,52412.08,20704.62,20,0,12,0.395,0
29,48126.84,1000.0,24,4,25,0.021,0
40,89184.21,32177.98,23,2,2,0.361,1
21,40844.72,16984.2,7,2,8,0.416,1
28,31748.43,2594.43,20,3,7,0.082,0
43,49875.97,16259.8,23,2,14,0.326,0
23,48466.04,7780.39,9,3,22,0.161,0
24,53936.87,7219.68,6,0,0,0.134,0
45,40851.07,6500.78,16,2,1,0.159,0
58,52207.47,12948.11,6,4,8,0.248,0
35,52592.14,31821.73,23,3,20,0.605,1
41,68119.79,15741.32,18,2,16,0.231,0
55,51860.13,20551.12,8,0,8,0.396,0
34,52049.5,22508.11,23,4,0,0.432,1
56,60326.93,13841.95,1,4,7,0.229,0
32,67353.1,5711.84,21,0,4,0.085,0
37,30326.48,2210.07,19,2,29,0.073,0
59,24953.59,11900.38,18,1,10,0.477,0
29,83909.59,24151.49,5,2,27,0.288,0
55,64081.51,22483.14,9,3,5,0.351,0
33,45612.27,17051.05,12,3,16,0.374,0
35,50394.04,18111.03,24,2,17,0.359,0
38,42148.77,13905.41,1,3,22,0.33,0
53,54225.61,11148.14,9,1,17,0.206,0
26,30563.26,9094.53,9,1,4,0.298,1
47,66803.34,3228.4,4,4,26,0.048,0
43,53509.07,29377.01,21,3,24,0.549,0
47,54232.54,16368.97,3,2,4,0.302,0
54,32121.15,11460.28,22,4,27,0.357,0
58,60485.34,29569.33,1,1,18,0.489,1
34,32580.57,31095.86,6,4,26,0.954,1
56,36156.98,36961.27,17,0,12,1.022,1
28,51752.44,13013.38,16,3,21,0.251,0
55,100146.64,15841.85,10,2,6,0.158,0
39,53429.32,20207.65,20,1,25,0.378,0
50,10000.0,28297.48,17,4,13,2.83,1
34,37149.97,15496.19,7,2,26,0.417,1
40,63674.58,7133.16,11,3,25,0.112,0
45,27430.78,8972.96,23,2,26,0.327,0
60,66622.05,24419.45,0,3,7,0.367,1
44,53176.41,19968.28,19,3,2,0.376,0
34,69826.54,13616.72,24,3,26,0.195,0
46,38822.92,13090.56,20,4,3,0.337,0
58,37264.32,13617.08,11,3,9,0.365,1
43,61299.7,24912.31,5,2,3,0.406,1
42,49849.43,8688.38,2,0,17,0.174,0
39,48639.54,5292.71,4,2,22,0.109,0
23,81379.4,29534.47,13,4,11,0.363,1
62,62082.82,15200.44,11,3,19,0.245,0
39,10201.54,14365.37,12,0,19,1.408,1
29,65981.36,20367.94,12,4,14,0.309,0
48,63979.38,7088.72,16,1,12,0.111,0
40,73698.23,21003.97,23,1,11,0.285,0
27,31206.03,11938.18,14,1,7,0.383,0
34,56496.12,24005.38,5,0,21,0.425,0
29,52232.6,2730.13,11,2,21,0.052,0
39,30847.36,18605.33,1,0,26,0.603,0
34,68935.33,13150.14,3,0,8,0.191,0
58,45169.08,9362.85,19,0,19,0.207,0
56,73054.65,21170.76,24,1,8,0.29,0
60,35142.82,13813.42,24,2,16,0.393,0
37,20788.29,18728.1,20,0,26,0.901,0
50,45148.68,25125.7,11,2,24,0.557,1
29,54638.26,21331.97,2,3,0,0.39,1
53,39316.08,6357.03,16,0,22,0.162,0
45,10000.0,10666.03,5,0,5,1.067,1
34,57672.98,18674.33,23,0,6,0.324,0
31,57579.61,21351.02,16,3,8,0.371,1
55,63743.35,11872.35,16,3,9,0.186,0
61,42390.15,16582.83,10,1,3,0.391,0
34,41298.97,16532.7,22,4,15,0.4,0
50,78806.44,17647.19,6,2,11,0.224,0
61,18491.91,5568.42,1,4,8,0.301,1
24,45057.64,3679.74,18,0,2,0.082,0
24,52846.04,1000.0,1,0,25,0.019,0
48,62120.44,15844.49,21,1,26,0.255,0
28,53395.34,4086.48,12,4,26,0.077,0
22,31560.15,32093.81,23,0,8,1.017,1
61,73352.28,20232.93,23,4,28,0.276,0
42,50038.15,5545.06,15,1,16,0.111,0
61,16639.95,24081.05,16,4,13,1.447,1
36,54183.53,24099.99,10,2,4,0.445,1
49,59505.54,24749.79,8,1,25,0.416,0
50,89214.88,8535.43,23,4,20,0.096,0
32,58175.03,20728.43,8,0,0,0.356,0
55,20359.49,24885.34,13,3,0,1.222,1
31,21061.97,27566.86,12,3,2,1.309,1
41,75174.19,2810.06,24,1,8,0.037,0
41,33943.94,13258.93,10,3,22,0.391,0
25,19008.38,8247.93,11,2,5,0.434,1
40,70010.22,29912.99,21,1,8,0.427,1
57,40485.28,18928.46,2,0,3,0.468,1
23,68940.28,22129.98,0,0,19,0.321,0
64,31705.61,18810.84,7,1,18,0.593,1
53,79476.25,18002.28,18,3,4,0.227,0
29,67441.27,8093.7,12,3,4,0.12,0
29,35546.29,11427.92,6,0,27,0.321,0
24,16792.19,15572.12,12,2,13,0.927,1
55,96103.28,9811.31,5,3,9,0.102,0
37,45795.85,8334.63,2,2,22,0.182,0
54,34745.37,13354.58,5,3,15,0.384,0
44,77726.17,10158.85,2,1,22,0.131,0
52,68915.2,15398.54,12,4,5,0.223,0
21,73655.93,11457.04,12,0,19,0.156,0
28,48029.83,9521.13,24,1,22,0.198,0
43,87621.09,7579.01,12,3,13,0.086,0
60,23787.64,15048.77,0,0,17,0.633,0
32,38959.01,22106.39,7,4,28,0.567,1
32,57797.58,20206.97,4,4,27,0.35,0
35,73362.23,2784.72,19,3,8,0.038,0
61,63223.18,21878.01,16,0,6,0.346,0
39,48342.69,20150.47,8,3,17,0.417,0
46,40497.04,22098.19,12,4,9,0.546,1
49,73470.22,23668.9,24,1,1,0.322,0
42,65287.92,9178.77,12,1,12,0.141,0
60,32509.52,12601.58,4,2,5,0.388,1
41,31914.61,29323.71,13,4,26,0.919,1
58,39090.24,28848.32,10,4,22,0.738,1
40,36524.76,14387.29,24,3,8,0.394,0
49,70596.82,19824.89,13,2,19,0.281,0
24,58714.65,20524.8,24,2,7,0.35,0
27,61155.74,29061.16,6,0,29,0.475,0
48,53833.39,17762.24,23,3,9,0.33,0
48,54775.41,5301.7,16,1,15,0.097,0
24,18363.65,11191.95,3,0,14,0.609,1
42,65883.67,40068.29,9,2,12,0.608,1
32,38730.37,4931.03,9,1,17,0.127,0
23,49336.89,15402.23,14,4,5,0.312,1
42,40536.54,33508.27,19,3,19,0.827,1
64,52917.43,8602.05,11,2,23,0.163,0
22,61461.88,1000.0,8,4,8,0.016,0
44,29822.9,1000.0,2,2,17,0.034,0
54,55054.98,8646.29,14,1,6,0.157,0
47,41019.95,1000.0,11,0,22,0.024,0
61,76429.18,23297.34,14,1,23,0.305,0
21,27707.49,17145.15,0,3,28,0.619,1
28,29949.67,1000.0,14,3,4,0.033,0
43,42808.6,2237.19,10,2,10,0.052,0
58,31487.13,24921.12,4,1,12,0.791,1
26,45512.38,16545.27,6,0,2,0.364,1
42,39442.29,26469.05,11,3,0,0.671,1
45,51768.25,23952.09,19,0,3,0.463,1
38,70161.44,5795.83,24,4,18,0.083,0
37,51425.59,22055.74,5,2,17,0.429,1
32,53247.09,19502.81,21,0,5,0.366,0
26,28853.55,1000.0,2,2,22,0.035,0
46,47318.81,4104.17,9,4,9,0.087,0
47,41564.91,34501.36,20,0,6,0.83,1
28,63632.82,7578.88,21,0,11,0.119,0
39,34708.66,18292.17,3,4,7,0.527,1
62,32786.89,13474.79,12,1,12,0.411,0
21,56348.58,16469.79,18,0,29,0.292,0
49,89602.06,14004.02,4,0,17,0.156,0
55,46481.03,22721.5,22,3,13,0.489,1
60,53364.17,22511.93,21,1,10,0.422,0
34,68960.44,15943.4,17,0,27,0.231,0
55,60198.08,7764.22,0,4,9,0.129,0
40,60329.59,10449.69,20,2,28,0.173,0
33,48096.15,2392.64,20,4,5,0.05,0
58,48485.3,12324.57,15,1,12,0.254,0
28,34897.03,1000.0,15,3,21,0.029,0
63,59727.47,16750.78,15,3,9,0.28,1
40,59271.09,17367.99,21,3,11,0.293,0
53,64343.29,23042.02,18,4,0,0.358,1
46,40237.91,5239.31,15,2,17,0.13,0
59,66602.69,5782.44,0,2,12,0.087,0
41,72666.7,27197.61,19,0,24,0.374,0
62,25720.84,4050.16,19,2,23,0.157,0
63,44062.55,31409.73,9,2,27,0.713,1
61,73500.47,7608.82,1,0,28,0.104,0
29,37008.89,7664.73,13,4,3,0.207,1
44,60575.25,21742.48,7,4,5,0.359,1
57,50171.52,19395.13,5,1,17,0.387,1
61,56617.59,28132.29,2,4,27,0.497,1
37,50781.13,1000.0,15,3,4,0.02,0
44,64923.42,19269.08,16,3,17,0.297,0
41,29569.66,14632.21,11,1,28,0.495,0
59,31733.54,6386.18,18,2,4,0.201,0
61,79290.27,30051.78,23,1,6,0.379,0
59,92007.27,16882.8,19,0,22,0.183,0
33,49891.61,14497.21,2,1,8,0.291,1
31,84305.32,18632.05,12,1,2,0.221,0
39,34564.51,1173.17,15,3,11,0.034,0
31,39368.28,5011.15,10,0,19,0.127,0
33,79149.75,12339.03,19,0,24,0.156,0
21,66082.13,17531.21,15,1,13,0.265,0
60,82128.54,25197.07,19,0,7,0.307,0
64,59371.12,7920.63,1,0,11,0.133,0
39,29749.08,6093.67,3,4,6,0.205,0
32,54471.55,19011.41,24,0,23,0.349,0
28,74040.05,13912.82,3,2,8,0.188,0
28,47345.3,1000.0,16,0,11,0.021,0
32,44271.33,7653.0,0,3,3,0.173,1
53,59677.07,13545.86,0,4,4,0.227,1
46,38809.87,13766.37,4,3,8,0.355,0
59,55910.01,15718.87,21,3,6,0.281,0
48,51270.03,4597.44,11,2,13,0.09,0
25,40191.71,13951.88,5,4,19,0.347,1
28,69614.74,22576.63,5,1,21,0.324,0
45,62919.76,1000.0,24,0,26,0.016,0
47,42926.59,12740.88,16,2,16,0.297,0
43,49700.77,1704.23,21,2,0,0.034,0
50,44574.49,14742.15,12,1,24,0.331,0
43,37227.05,2961.72,7,2,14,0.08,0
40,16034.61,16072.6,23,1,23,1.002,0
38,40323.45,28013.09,11,1,14,0.695,1
38,37519.45,7164.33,14,1,28,0.191,0
22,52297.81,8324.47,18,2,0,0.159,0
24,58813.98,11241.19,20,1,28,0.191,0
50,33956.31,17549.46,19,2,14,0.517,1
53,57469.95,6847.63,16,4,26,0.119,0
56,30875.08,11958.31,8,1,1,0.387,0
38,47494.15,9644.08,20,2,28,0.203,0
57,37951.62,11267.78,17,2,3,0.297,0
39,64923.47,17643.29,1,2,16,0.272,0
48,52335.46,19408.51,10,0,15,0.371,0
60,47796.64,3185.59,22,0,17,0.067,0
40,37495.0,17612.06,19,1,20,0.47,0
53,43423.17,40166.09,16,4,15,0.925,1
32,86581.22,27353.8,20,1,7,0.316,1
35,39978.32,9865.14,17,3,5,0.247,0
61,59588.14,16055.23,14,3,21,0.269,0
59,47747.07,14731.37,6,4,19,0.309,0
22,59016.51,18675.64,15,4,1,0.316,0
49,66739.52,11622.28,24,4,18,0.174,0
61,42920.43,12846.8,0,0,12,0.299,0
30,64195.47,9153.41,17,0,21,0.143,0
22,105132.79,23763.51,21,3,21,0.226,0
31,61350.8,17487.77,7,4,20,0.285,0
33,82271.63,17548.45,6,2,5,0.213,0
30,59620.92,24747.03,24,3,26,0.415,0
34,31360.77,24865.39,1,4,5,0.793,1
38,55513.88,23355.98,11,2,12,0.421,0
29,43392.32,24625.31,15,4,0,0.568,1
59,38081.19,27501.34,8,1,21,0.722,1
48,48548.3,7267.05,19,2,20,0.15,0
23,46905.0,12610.58,10,1,23,0.269,0
40,28801.5,20671.59,14,0,8,0.718,1
26,104169.23,7915.76,2,3,29,0.076,0
47,66157.42,12093.96,22,4,21,0.183,0
22,54887.8,16555.34,20,3,28,0.302,0
49,51797.6,13158.92,12,4,11,0.254,0
58,74046.97,15528.15,20,1,11,0.21,0
23,91511.41,5836.87,12,2,25,0.064,0
36,63701.71,14697.96,1,2,3,0.231,0
50,52423.85,16072.19,5,4,18,0.307,1
60,79452.88,27920.03,5,1,15,0.351,0
22,52847.18,12850.96,11,4,25,0.243,0
37,58706.3,9797.89,3,4,11,0.167,1
61,70020.22,20703.55,4,4,0,0.296,1
32,42270.42,1000.0,22,2,22,0.024,0
55,10000.0,12461.21,7,4,20,1.246,1
63,41298.4,10890.29,5,2,3,0.264,1
21,65460.02,17087.37,20,0,8,0.261,0
35,64051.02,24969.81,2,1,6,0.39,0
46,76853.4,27410.25,22,0,9,0.357,0
57,42063.38,16975.58,7,4,12,0.404,1
41,81618.5,2586.53,18,2,7,0.032,0
51,53701.36,10886.51,20,1,19,0.203,0
45,62088.26,11763.6,10,3,9,0.189,0
43,68072.26,17937.72,17,1,27,0.264,0
44,22366.69,15449.97,9,1,9,0.691,1
58,29902.06,9493.61,19,4,7,0.317,0
48,29238.19,4986.81,11,0,19,0.171,0
41,71444.34,8051.38,19,0,14,0.113,0
63,43890.87,7757.22,7,3,0,0.177,0
38,90551.64,27972.62,18,4,26,0.309,0
56,50067.52,8842.73,20,1,14,0.177,0
55,20572.52,15481.09,15,0,23,0.753,0
29,36551.65,22747.53,20,0,16,0.622,0
58,52347.53,16559.19,17,2,12,0.316,0
50,60303.8,6311.98,8,1,11,0.105,0
64,30303.25,22880.68,3,4,2,0.755,1
54,61369.62,17833.5,8,0,22,0.291,0
52,66710.86,1000.0,24,4,18,0.015,0
23,37181.05,24965.77,1,1,28,0.671,1
23,89383.14,21987.04,8,1,23,0.246,0
48,39346.82,17708.0,8,0,4,0.45,0
64,30002.44,28078.11,17,3,2,0.936,1
35,19415.55,21803.74,10,4,20,1.123,1
61,74412.81,24023.53,12,4,4,0.323,0
43,50457.66,23291.21,5,2,23,0.462,0
60,40414.28,21056.35,8,1,27,0.521,0
31,20517.23,1000.0,15,1,8,0.049,0
52,42214.98,1628.26,3,0,5,0.039,0
56,97628.91,21806.72,1,0,15,0.223,0
53,10000.0,24853.21,6,0,9,2.485,1
44,37366.83,9358.61,14,2,15,0.25,0
59,85855.68,6089.9,24,3,2,0.071,0
54,74979.46,17101.2,5,0,17,0.228,0
48,38587.49,3383.56,10,0,10,0.088,0
57,54071.9,13648.82,19,0,18,0.252,0
27,59258.75,12159.15,16,2,24,0.205,0
24,52676.77,13204.35,3,4,22,0.251,0
57,85689.0,30075.45,18,3,14,0.351,0
21,56795.08,9928.07,6,4,10,0.175,0
21,72710.33,15427.27,10,1,26,0.212,0
40,53631.98,4502.75,12,1,24,0.084,0
39,10000.0,22522.99,20,0,28,2.252,1
49,26151.74,13563.32,2,4,21,0.519,1
30,30302.44,24426.47,13,2,23,0.806,1
38,45014.28,1000.0,1,3,9,0.022,0
48,91568.28,14534.95,17,4,26,0.159,0
55,57248.23,16057.02,4,4,8,0.28,1
63,47884.24,22292.19,12,3,2,0.466,1
51,74771.16,9864.01,12,4,22,0.132,0
47,20962.33,21294.6,23,4,8,1.016,1
31,40206.1,10780.52,23,3,17,0.268,0
58,37253.43,15750.06,13,2,11,0.423,0
25,57960.83,22375.61,11,3,22,0.386,1
28,67916.73,7561.84,20,0,20,0.111,0
54,59429.71,20924.68,12,0,23,0.352,0
32,59746.33,17679.22,17,0,15,0.296,0
58,42777.82,12330.61,12,0,3,0.288,0
21,56415.2,9654.35,3,1,0,0.171,0
51,33203.24,1000.0,22,2,26,0.03,0
24,63482.78,14357.87,21,1,12,0.226,0
25,39987.94,12343.99,9,4,25,0.309,0
50,27569.81,20113.05,22,4,7,0.73,1
44,50756.39,19303.98,4,3,5,0.38,1
23,11737.68,23560.94,17,0,28,2.007,1
31,79487.4,23853.83,7,3,7,0.3,1
24,65941.98,40244.3,13,4,18,0.61,1
46,56739.4,19109.28,1,0,23,0.337,0
47,17526.31,8116.24,7,2,23,0.463,0
63,35996.2,21609.54,15,4,11,0.6,1
47,50811.17,27847.23,6,3,0,0.548,1
62,44737.9,18799.18,2,3,3,0.42,1
26,16228.7,1000.0,3,4,22,0.062,0
35,23671.42,19442.88,6,1,12,0.821,1
50,44338.11,9961.03,3,2,29,0.225,0
62,24334.21,4424.59,8,4,26,0.182,0
57,77427.75,16493.49,22,4,16,0.213,0
57,59890.77,2793.48,16,3,18,0.047,0
62,33930.72,23185.18,16,0,18,0.683,1
57,73383.1,20847.03,19,0,21,0.284,0
55,69354.13,14306.65,13,0,4,0.206,0
43,55779.17,10599.37,13,3,27,0.19,0
26,49208.28,13527.21,24,0,10,0.275,0
24,44030.52,6912.68,12,4,6,0.157,0
38,39201.23,14383.65,3,1,2,0.367,1
29,23264.16,1000.0,12,1,10,0.043,0
49,80566.58,15709.68,20,1,16,0.195,0
33,39589.74,15913.76,16,0,10,0.402,0
37,50564.01,21761.2,14,1,14,0.43,0
52,31795.04,17398.49,17,0,18,0.547,0
42,44810.99,22818.68,10,4,7,0.509,1
24,107015.55,19376.25,3,4,15,0.181,1
25,35480.04,23292.19,19,3,20,0.656,1
57,78971.92,35971.4,10,3,14,0.455,1
61,49443.89,18360.14,9,2,2,0.371,1
33,63598.77,16472.19,21,4,29,0.259,0
54,74891.61,24496.39,12,0,23,0.327,0
42,55445.35,11254.15,21,2,5,0.203,0
43,42965.86,14046.5,7,4,2,0.327,1
23,46278.18,18367.96,12,0,29,0.397,0
62,46951.43,15579.32,8,4,4,0.332,1
54,87287.41,15543.31,0,4,0,0.178,0
52,20317.48,22198.23,0,0,21,1.093,1
41,14585.46,1431.56,14,4,13,0.098,0
64,15918.94,31267.67,21,4,11,1.964,1
41,32121.37,18887.2,3,4,12,0.588,1
64,64001.66,11797.91,19,3,13,0.184,0
31,65228.39,28024.42,0,1,24,0.43,1
59,37849.95,15828.27,24,4,11,0.418,1
24,49430.17,16039.19,11,0,22,0.324,0
21,27674.03,13282.37,10,4,26,0.48,1
48,29528.95,26741.55,18,3,12,0.906,1
44,61597.34,14925.19,14,3,23,0.242,0
55,70953.68,10532.67,20,4,5,0.148,0
33,40463.62,22990.18,9,2,26,0.568,1
54,82700.3,24463.64,0,1,20,0.296,0
31,69312.11,27852.87,23,0,14,0.402,0
56,81834.52,20068.79,2,0,27,0.245,0
37,43981.24,24170.13,13,0,21,0.55,0
55,80413.72,12925.97,14,0,22,0.161,0
38,93590.85,23206.4,0,3,15,0.248,0
60,41749.65,20940.18,9,1,8,0.502,0
42,46916.62,19243.68,21,4,7,0.41,1
44,31045.63,2543.0,0,4,4,0.082,0
39,27115.7,11894.61,14,2,14,0.439,0
57,27348.97,14634.28,2,4,6,0.535,1
59,33770.68,19252.77,20,1,23,0.57,0
41,55494.76,34205.9,19,4,16,0.616,1
28,34616.01,21873.95,22,3,15,0.632,1
48,54883.25,8519.89,21,4,23,0.155,0
25,55296.9,11158.05,11,0,10,0.202,0
37,40597.51,26118.91,18,0,6,0.643,1
57,48747.26,10806.24,15,0,10,0.222,0
56,39441.75,23149.64,7,0,27,0.587,0
39,43785.2,15937.78,23,3,27,0.364,0
47,33822.74,13668.89,13,3,1,0.404,1
54,51682.09,10927.48,17,3,1,0.211,0
31,37989.08,1000.0,22,4,27,0.026,0
32,26678.68,19318.01,0,0,5,0.724,1
41,61868.58,6582.96,1,2,2,0.106,0
31,62545.82,3653.06,23,2,0,0.058,0
59,72233.97,16982.2,11,0,23,0.235,0
48,29512.05,23236.34,16,1,22,0.787,1
25,40381.45,1425.54,1,4,19,0.035,0
37,54609.91,23027.16,16,2,15,0.422,0
40,39959.2,7774.35,20,3,13,0.195,0
61,61418.24,20191.45,6,1,16,0.329,0
32,59958.66,19631.59,5,3,17,0.327,1
26,59585.91,13346.85,5,1,24,0.224,0
37,79193.34,15238.98,21,1,3,0.192,0
39,62881.54,11830.4,7,4,2,0.188,1
46,53077.82,17108.3,4,3,7,0.322,1
64,46129.29,17037.65,14,3,3,0.369,1
64,47522.72,7608.92,6,2,22,0.16,0
52,28715.8,4137.34,2,0,14,0.144,0
26,14685.8,23066.83,24,0,12,1.571,1
56,59275.12,16632.09,9,2,13,0.281,0
58,74472.66,21958.69,2,1,29,0.295,0
31,43397.7,9636.77,13,2,13,0.222,0
53,81741.88,8404.49,21,2,4,0.103,0
44,46469.75,6905.3,2,3,4,0.149,0
43,10924.56,13553.94,0,2,26,1.241,1
35,68364.99,16859.57,0,1,21,0.247,0
47,40414.24,10649.4,18,0,27,0.264,0
31,70175.57,27518.6,3,4,12,0.392,1
37,24449.45,9862.82,1,2,3,0.403,1
34,58240.88,16990.37,24,2,17,0.292,0
47,33990.78,7935.66,10,3,5,0.233,1
38,54028.1,9615.04,23,3,28,0.178,0
48,65332.13,14309.3,11,2,4,0.219,0
24,60688.02,8338.91,12,2,2,0.137,0
27,51387.36,15715.32,15,1,19,0.306,0
55,22430.82,18522.01,15,0,2,0.826,1
29,64606.88,23747.0,18,0,2,0.368,0
28,70628.61,6360.78,22,4,19,0.09,0
37,29140.06,16342.74,19,0,1,0.561,0
37,32079.42,14504.41,20,4,19,0.452,1
53,71471.15,1000.0,19,3,25,0.014,0
52,45831.17,5969.7,8,4,26,0.13,0
28,32597.73,18799.58,15,4,17,0.577,1
39,55451.09,4178.75,6,0,29,0.075,0
58,37229.51,14412.64,12,2,9,0.387,0
23,53220.84,1000.0,3,3,23,0.019,0
25,41735.87,14176.38,12,1,25,0.34,0
33,43449.78,1000.0,7,4,20,0.023,0
51,72207.95,10163.37,1,4,28,0.141,0
36,10000.0,11498.09,6,4,6,1.15,1
52,61095.02,15984.2,10,2,26,0.262,0
42,68909.02,12979.59,16,1,19,0.188,0
49,37560.12,5112.8,23,0,25,0.136,0
42,68755.31,5262.28,13,3,21,0.077,0
63,30819.52,2087.13,12,2,28,0.068,0
23,36800.33,16651.88,14,1,27,0.452,0
30,34496.66,16298.83,21,3,13,0.472,1
62,69025.84,20355.27,20,0,9,0.295,0
41,15101.05,10998.87,24,3,19,0.728,1
36,82802.94,1125.25,8,4,15,0.014,0
32,43901.23,12472.01,2,4,5,0.284,1
22,62298.24,15088.38,24,2,16,0.242,0
61,60574.16,5682.01,12,3,5,0.094,0
44,53024.64,6441.28,12,4,21,0.121,0
55,37986.28,18607.38,8,2,17,0.49,1
50,74847.45,15804.97,17,2,27,0.211,0
50,39702.97,24062.96,4,2,9,0.606,1
55,35375.03,28776.81,10,0,9,0.813,1
39,67554.21,2977.53,1,4,8,0.044,0
28,52914.99,11649.06,16,4,21,0.22,0
46,77156.43,15989.08,22,1,27,0.207,0
60,48746.66,17908.59,19,0,14,0.367,0
27,36982.49,23127.05,20,4,10,0.625,1
50,55494.87,20829.0,3,4,28,0.375,0
27,41047.66,24107.44,21,1,6,0.587,1
23,37561.55,15490.88,17,3,17,0.412,1
21,66637.76,9971.97,23,3,1,0.15,0
56,86631.1,30599.65,19,0,1,0.353,0
45,45070.76,16226.6,7,2,25,0.36,0
57,30505.18,13065.22,18,1,12,0.428,0
21,46930.87,6422.25,11,1,10,0.137,0
35,60296.02,16275.75,10,4,24,0.27,0
57,55149.59,23035.92,15,4,18,0.418,1
33,73884.63,10996.28,4,1,28,0.149,0
60,63301.8,13932.96,2,2,19,0.22,0
28,27931.81,16993.25,11,3,0,0.608,1
25,40133.63,18777.4,14,0,16,0.468,0
29,22383.32,12921.32,15,3,19,0.577,1
21,72893.59,11851.13,12,0,29,0.163,0
56,10162.25,10913.9,6,2,17,1.074,1
55,24333.35,6147.23,14,1,7,0.253,0
22,39763.95,8838.58,2,2,12,0.222,0
60,61278.35,8623.47,11,1,3,0.141,0
43,39566.93,2662.58,7,4,18,0.067,0
29,42695.41,22943.56,24,0,2,0.537,1
54,43089.44,17876.54,11,4,5,0.415,1
34,53455.65,16137.82,17,1,27,0.302,0
24,25589.77,25436.38,2,0,28,0.994,1
50,31056.46,20742.78,11,0,5,0.668,1
51,83618.47,8683.07,22,4,21,0.104,0
58,58047.98,24387.13,20,0,5,0.42,0
31,65215.64,22778.09,22,1,23,0.349,0
55,51160.57,6056.63,1,1,7,0.118,0
28,47194.4,22222.25,13,4,24,0.471,1
23,59142.62,11262.0,13,2,16,0.19,0
34,64552.27,22977.19,3,1,9,0.356,0
33,66921.51,12296.43,16,1,23,0.184,0
52,47468.81,10733.34,14,0,4,0.226,0
54,69107.53,11557.81,15,0,18,0.167,0
39,10000.0,7222.65,4,1,10,0.722,1
58,67845.74,3157.15,23,4,9,0.047,0
36,41461.88,1000.0,16,2,2,0.024,0
22,61067.65,6562.62,22,0,21,0.107,0
60,37013.45,36044.99,6,0,23,0.974,1
37,23466.11,18826.09,22,2,9,0.802,1
54,56794.08,29913.78,14,0,1,0.527,0
62,19969.39,12454.4,16,4,27,0.624,0
36,42006.45,11253.43,11,0,8,0.268,0
58,33751.41,28732.33,10,0,4,0.851,1
22,46499.35,18006.1,18,1,20,0.387,0
